Lake_Year,Lake,Year,Item #,Identity,Group,Length,Sex,Weight,Well_ID,d13C,C ug,d15N,N ug,collectiondate,old_Lake_Year,Identity_old
Desire_2014,Desire,2014,SEA6_14_F05,Macrophyte,Aquatic plant,NA,NA,3.416,NA,-18.71723178411903,NA,1.4150924212066762,NA,NA,NA,Macrophyte
Desire_2014,Desire,2014,SEA6_14_F06,Macrophyte,Aquatic plant,NA,NA,3.582,NA,-12.285656039949869,NA,1.2098900584731158,NA,NA,NA,Macrophyte
Desire_2014,Desire,2014,SEA6-14-P01,Lepomis gibbosus,Fish,NA,NA,1.259,NA,-30.91150444690943,NA,9.896288160854924,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P02,Lepomis gibbosus,Fish,NA,NA,1.221,NA,-31.426246156849945,NA,9.410857533085416,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P03,Lepomis gibbosus,Fish,NA,NA,1.293,NA,-31.155607882342782,NA,9.882294711658757,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P04,Lepomis gibbosus,Fish,NA,NA,1.274,NA,-30.94126621853426,NA,9.369437728971999,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P05,Lepomis gibbosus,Fish,NA,NA,1.204,NA,-29.198947277952744,NA,9.912264267383836,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P06,Lepomis gibbosus,Fish,NA,NA,1.249,NA,-31.475086364208135,NA,9.745985176824432,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P07,Lepomis gibbosus,Fish,NA,NA,1.298,NA,-30.93973875111052,NA,9.73625328145425,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P08,Lepomis gibbosus,Fish,NA,NA,1.263,NA,-29.397437325878762,NA,9.810858693204082,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P09,Lepomis gibbosus,Fish,NA,NA,1.222,NA,-30.203441015997914,NA,10.226092488949096,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P10,Lepomis gibbosus,Fish,NA,NA,1.289,NA,-30.02387479336781,NA,10.109691017275182,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P11,Lepomis gibbosus,Fish,NA,NA,1.256,NA,-31.695701488527632,NA,10.396355290421134,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P12,Lepomis gibbosus,Fish,NA,NA,1.256,NA,-31.47624324052859,NA,9.888769819291245,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P13,Lepomis gibbosus,Fish,NA,NA,1.203,NA,-31.578634095851665,NA,9.552106104793777,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P14,Lepomis gibbosus,Fish,NA,NA,1.206,NA,-31.28044519101231,NA,9.701678815254164,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P15,Lepomis gibbosus,Fish,NA,NA,1.279,NA,-30.112959303182237,NA,9.832052922982841,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P16,Lepomis gibbosus,Fish,NA,NA,1.268,NA,-30.672774907086268,NA,10.288469368371478,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P17,Lepomis gibbosus,Fish,NA,NA,1.294,NA,-31.271475234495846,NA,9.848537295992037,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P18,Lepomis gibbosus,Fish,NA,NA,1.271,NA,-29.67075018887946,NA,9.843069734746537,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P19,Lepomis gibbosus,Fish,NA,NA,1.288,NA,-30.218781612952313,NA,9.791891068077517,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6-14-P20,Lepomis gibbosus,Fish,NA,NA,1.298,NA,-30.983005555480748,NA,10.179200894349005,NA,NA,NA,Lepomis gibbosus
Desire_2014,Desire,2014,SEA6_14_F07,Gastropoda,Gastropod,NA,NA,1.206,NA,-30.032201065561267,NA,6.107154161092791,NA,NA,NA,Gastropoda
Desire_2014,Desire,2014,SEA6_14_F08,Gastropoda,Gastropod,NA,NA,1.24,NA,-30.53163856437454,NA,6.027782144600729,NA,NA,NA,Gastropoda
Desire_2014,Desire,2014,SEA6_14_F09,Gastropoda,Gastropod,NA,NA,1.259,NA,-29.28110317667123,NA,6.405802698830716,NA,NA,NA,Gastropoda
Desire_2014,Desire,2014,SEA6_14_F01,Detritus,Terrestrial plant,NA,NA,3.718,NA,-29.271849543798943,NA,3.883353997694918,NA,NA,NA,Detritus
Desire_2014,Desire,2014,SEA6_14_F02,Detritus,Terrestrial plant,NA,NA,3.232,NA,-30.4608576811104,NA,0.7388653899806544,NA,NA,NA,Detritus
Desire_2014,Desire,2014,SEA6_14_F03,Detritus,Terrestrial plant,NA,NA,3.628,NA,-29.561797635525835,NA,0.4916497046912764,NA,NA,NA,Detritus
Desire_2014,Desire,2014,SEA6_14_F10,Zooplankton,Zooplankton,NA,NA,1.198,NA,-32.92791546351995,NA,4.240999918142867,NA,NA,NA,Zooplankton
Desire_2014,Desire,2014,SEA6_14_F11,Zooplankton,Zooplankton,NA,NA,1.267,NA,-32.526510545278896,NA,6.604235045922923,NA,NA,NA,Zooplankton
Desire_2014,Desire,2014,SEA6_14_F12,Zooplankton,Zooplankton,NA,NA,1.212,NA,-32.77467635745882,NA,4.319778471230548,NA,NA,NA,Zooplankton
Fenwick_2014,Fenwick,2014,SEA7_14_F04,Macrophyte,Aquatic plant,NA,NA,3.2,NA,-18.48785740464312,NA,7.19243662936393,NA,NA,NA,Macrophyte
Fenwick_2014,Fenwick,2014,SEA7_14_F05,Macrophyte,Aquatic plant,NA,NA,3.78,NA,-19.36558725598831,NA,3.2958917244603416,NA,NA,NA,Macrophyte
Fenwick_2014,Fenwick,2014,SEA7_14_F06,Macrophyte,Aquatic plant,NA,NA,3.028,NA,-21.459915180789572,NA,4.866422235398867,NA,NA,NA,Macrophyte
Fenwick_2014,Fenwick,2014,SEA7-14-P01,Lepomis gibbosus,Fish,NA,NA,1.227,NA,-31.039059060945664,NA,8.902511425846061,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P02,Lepomis gibbosus,Fish,NA,NA,1.305,NA,-29.485318970160474,NA,9.39109364774625,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P03,Lepomis gibbosus,Fish,NA,NA,1.303,NA,-29.66103905583165,NA,9.556327005136803,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P04,Lepomis gibbosus,Fish,NA,NA,1.213,NA,-28.79744835770835,NA,9.813941052318944,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P05,Lepomis gibbosus,Fish,NA,NA,1.273,NA,-30.183844344911304,NA,9.981619204622875,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P06,Lepomis gibbosus,Fish,NA,NA,1.181,NA,-28.61784531827702,NA,9.604871713206334,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P07,Lepomis gibbosus,Fish,NA,NA,1.29,NA,-28.693161856290292,NA,8.64059160348886,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P08,Lepomis gibbosus,Fish,NA,NA,1.253,NA,-28.461853527461848,NA,8.509951826979322,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P09,Lepomis gibbosus,Fish,NA,NA,1.305,NA,-30.092277705651117,NA,9.67009636746433,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P10,Lepomis gibbosus,Fish,NA,NA,1.241,NA,-31.15867548579616,NA,9.166276095202468,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P11,Lepomis gibbosus,Fish,NA,NA,1.242,NA,-30.030088434607983,NA,8.49043743739865,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P12,Lepomis gibbosus,Fish,NA,NA,1.242,NA,-30.75811696643043,NA,8.457343652449866,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P13,Lepomis gibbosus,Fish,NA,NA,1.314,NA,-26.97753902161728,NA,8.791363946106136,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P14,Lepomis gibbosus,Fish,NA,NA,1.307,NA,-28.595859534974803,NA,8.667762921533418,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P15,Lepomis gibbosus,Fish,NA,NA,1.226,NA,-29.21636493003831,NA,8.878382875275703,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P16,Lepomis gibbosus,Fish,NA,NA,1.251,NA,-29.847996401109025,NA,8.708303192420376,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P17,Lepomis gibbosus,Fish,NA,NA,1.221,NA,-27.462934374004195,NA,9.249935968988918,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P18,Lepomis gibbosus,Fish,NA,NA,1.248,NA,-28.237423507626044,NA,9.060485787931286,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P19,Lepomis gibbosus,Fish,NA,NA,1.308,NA,-28.562896862837587,NA,8.634779567760681,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7-14-P20,Lepomis gibbosus,Fish,NA,NA,1.241,NA,-29.62494003410426,NA,7.920662759498987,NA,NA,NA,Lepomis gibbosus
Fenwick_2014,Fenwick,2014,SEA7_14_F07,Gastropoda,Gastropod,NA,NA,1.239,NA,-31.003506923837744,NA,6.067358799582833,NA,NA,NA,Gastropoda
Fenwick_2014,Fenwick,2014,SEA7_14_F08,Gastropoda,Gastropod,NA,NA,1.256,NA,-28.6544618458957,NA,6.4141961611376,NA,NA,NA,Gastropoda
Fenwick_2014,Fenwick,2014,SEA7_14_F09,Gastropoda,Gastropod,NA,NA,1.19,NA,-29.452552110700864,NA,4.654989712426006,NA,NA,NA,Gastropoda
Fenwick_2014,Fenwick,2014,SEA7_14_F01,Detritus,Terrestrial plant,NA,NA,3.798,NA,-28.478655482887532,NA,-0.11869847395421385,NA,NA,NA,Detritus
Fenwick_2014,Fenwick,2014,SEA7_14_F02,Detritus,Terrestrial plant,NA,NA,3.283,NA,-30.918246304645983,NA,2.8756526532103184,NA,NA,NA,Detritus
Fenwick_2014,Fenwick,2014,SEA7_14_F03,Detritus,Terrestrial plant,NA,NA,3.257,NA,-29.270515891742587,NA,3.725487146967259,NA,NA,NA,Detritus
Fenwick_2014,Fenwick,2014,SEA7_14_F10,Zooplankton,Zooplankton,NA,NA,1.286,NA,-37.788427621504184,NA,4.573111568922272,NA,NA,NA,Zooplankton
Fenwick_2014,Fenwick,2014,SEA7_14_F11,Zooplankton,Zooplankton,NA,NA,1.247,NA,-37.359736497152774,NA,5.024594870960387,NA,NA,NA,Zooplankton
Fenwick_2014,Fenwick,2014,SEA7_14_F12,Zooplankton,Zooplankton,NA,NA,1.231,NA,-38.14500171336219,NA,4.47656470575953,NA,NA,NA,Zooplankton
Fivemile_2014,Fivemile,2014,SEA2_14_F04,Macrophyte,Aquatic plant,NA,NA,3.834,NA,-22.571923419633638,NA,6.41592595396576,NA,NA,NA,Macrophyte
Fivemile_2014,Fivemile,2014,SEA2_14_F05,Macrophyte,Aquatic plant,NA,NA,3.496,NA,-29.669965398962454,NA,9.074258066776784,NA,NA,NA,Macrophyte
Fivemile_2014,Fivemile,2014,SEA2_14_F06,Macrophyte,Aquatic plant,NA,NA,3.688,NA,-22.248200161011056,NA,6.922512383431634,NA,NA,NA,Macrophyte
Fivemile_2014,Fivemile,2014,SEA2-14-P01,Lepomis gibbosus,Fish,NA,NA,1.221,NA,-29.443285859498584,NA,11.905478969971986,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P02,Lepomis gibbosus,Fish,NA,NA,1.313,NA,-27.914457717925323,NA,11.421465881896822,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P03,Lepomis gibbosus,Fish,NA,NA,1.189,NA,-25.503001735320755,NA,11.884567400946306,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P04,Lepomis gibbosus,Fish,NA,NA,1.174,NA,-29.20925553589752,NA,11.078576598078499,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P05,Lepomis gibbosus,Fish,NA,NA,1.198,NA,-28.000992645069655,NA,11.285231520910529,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P06,Lepomis gibbosus,Fish,NA,NA,1.17,NA,-29.988564050313446,NA,10.86598213284986,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2-14-P07,Lepomis gibbosus,Fish,NA,NA,1.262,NA,-27.049801407206715,NA,11.98503678968354,NA,NA,NA,Lepomis gibbosus
Fivemile_2014,Fivemile,2014,SEA2_14_F07,Gastropoda,Gastropod,NA,NA,1.064,NA,-27.760170684924475,NA,6.248475705225267,NA,NA,NA,Gastropoda
Fivemile_2014,Fivemile,2014,SEA2_14_F08,Gastropoda,Gastropod,NA,NA,0.744,NA,-26.972524136904987,NA,6.522857874947808,NA,NA,NA,Gastropoda
Fivemile_2014,Fivemile,2014,SEA2_14_F09,Gastropoda,Gastropod,NA,NA,1.261,NA,-27.130124646806507,NA,6.991706029705049,NA,NA,NA,Gastropoda
Fivemile_2014,Fivemile,2014,SEA2_14_F01,Detritus,Terrestrial plant,NA,NA,3.766,NA,-30.462864452044982,NA,1.6458320132620914,NA,NA,NA,Detritus
Fivemile_2014,Fivemile,2014,SEA2_14_F02,Detritus,Terrestrial plant,NA,NA,3.783,NA,-28.985226814508756,NA,0.4019929650715147,NA,NA,NA,Detritus
Fivemile_2014,Fivemile,2014,SEA2_14_F03,Detritus,Terrestrial plant,NA,NA,3.633,NA,-30.19720010122467,NA,1.5158732750355808,NA,NA,NA,Detritus
Fivemile_2014,Fivemile,2014,SEA2_14_F10,Zooplankton,Zooplankton,NA,NA,1.26,NA,-32.77786264538171,NA,11.200995679558972,NA,NA,NA,Zooplankton
Fivemile_2014,Fivemile,2014,SEA2_14_F11,Zooplankton,Zooplankton,NA,NA,1.217,NA,-32.498543352672186,NA,10.190811001348631,NA,NA,NA,Zooplankton
Fivemile_2014,Fivemile,2014,SEA2_14_F12,Zooplankton,Zooplankton,NA,NA,1.21,NA,-32.37759321171801,NA,9.527711762811187,NA,NA,NA,Zooplankton
Geneva_2014,Geneva,2014,SEA4_14_F04,Macrophyte,Aquatic plant,NA,NA,3.345,NA,-19.20131761583813,NA,12.619334759673059,NA,NA,NA,Macrophyte
Geneva_2014,Geneva,2014,SEA4_14_F05,Macrophyte,Aquatic plant,NA,NA,3.439,NA,-23.787744358075198,NA,4.677490833015749,NA,NA,NA,Macrophyte
Geneva_2014,Geneva,2014,SEA4_14_F06,Macrophyte,Aquatic plant,NA,NA,3.407,NA,-14.899102983297773,NA,5.552859932065943,NA,NA,NA,Macrophyte
Geneva_2014,Geneva,2014,SEA4-14-C01,Procambarus clarkii,Crayfish,NA,NA,1.409,NA,-28.15561738932044,NA,8.862516593158482,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C02,Procambarus clarkii,Crayfish,NA,NA,1.082,NA,-25.296994612048184,NA,10.40835905354643,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C03,Procambarus clarkii,Crayfish,NA,NA,1.193,NA,-26.505465681847166,NA,8.633950184777614,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C04,Procambarus clarkii,Crayfish,NA,NA,1.102,NA,-25.349571751540356,NA,9.241398082988304,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C05,Procambarus clarkii,Crayfish,NA,NA,1.307,NA,-26.60012890186143,NA,9.784488076683038,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C06,Procambarus clarkii,Crayfish,NA,NA,1.265,NA,-24.65214635565183,NA,10.671252938091477,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C07,Procambarus clarkii,Crayfish,NA,NA,1.208,NA,-23.53550284431887,NA,9.495816028154053,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C08,Procambarus clarkii,Crayfish,NA,NA,1.228,NA,-27.803853506084142,NA,8.230699620443465,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C09,Procambarus clarkii,Crayfish,NA,NA,1.279,NA,-26.20842892313534,NA,9.484236378287967,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C10,Procambarus clarkii,Crayfish,NA,NA,1.2,NA,-27.401958587022182,NA,6.856092663801514,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C11,Procambarus clarkii,Crayfish,NA,NA,1.175,NA,-26.640925145954792,NA,8.120530224042461,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C12,Procambarus clarkii,Crayfish,NA,NA,1.18,NA,-26.905433731660793,NA,7.094789083354564,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C13,Procambarus clarkii,Crayfish,NA,NA,1.354,NA,-26.90521624891333,NA,8.825691711380673,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C14,Procambarus clarkii,Crayfish,NA,NA,1.086,NA,-26.374924842938203,NA,9.436345759245585,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C15,Procambarus clarkii,Crayfish,NA,NA,1.309,NA,-27.43892852253938,NA,9.85145097942693,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C16,Procambarus clarkii,Crayfish,NA,NA,1.189,NA,-25.994506213902202,NA,9.953129647548046,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C17,Procambarus clarkii,Crayfish,NA,NA,1.093,NA,-26.64072467907203,NA,9.90417907689208,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C18,Procambarus clarkii,Crayfish,NA,NA,1.317,NA,-27.845709355148347,NA,7.404241551314006,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C19,Procambarus clarkii,Crayfish,NA,NA,1.273,NA,-28.203469918326114,NA,11.866125229554093,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4-14-C20,Procambarus clarkii,Crayfish,NA,NA,1.258,NA,-26.553031643662067,NA,10.30368502360741,NA,NA,NA,Procambarus clarkii
Geneva_2014,Geneva,2014,SEA4_14_F07,Gastropoda,Gastropod,NA,NA,1.229,NA,-23.87248759772832,NA,9.890336921994882,NA,NA,NA,Gastropoda
Geneva_2014,Geneva,2014,SEA4_14_F08,Gastropoda,Gastropod,NA,NA,1.26,NA,-23.876346411506443,NA,10.52412897856091,NA,NA,NA,Gastropoda
Geneva_2014,Geneva,2014,SEA4_14_F09,Gastropoda,Gastropod,NA,NA,1.276,NA,-22.16009541583042,NA,9.729236707042208,NA,NA,NA,Gastropoda
Geneva_2014,Geneva,2014,SEA4_14_F01,Detritus,Terrestrial plant,NA,NA,3.492,NA,-28.48050531145614,NA,0.9545517306708471,NA,NA,NA,Detritus
Geneva_2014,Geneva,2014,SEA4_14_F02,Detritus,Terrestrial plant,NA,NA,3.743,NA,-28.606884669767894,NA,3.2530397719593274,NA,NA,NA,Detritus
Geneva_2014,Geneva,2014,SEA4_14_F03,Detritus,Terrestrial plant,NA,NA,3.33,NA,-29.018968614763516,NA,3.8816561271505936,NA,NA,NA,Detritus
Geneva_2014,Geneva,2014,SEA4_14_F10,Zooplankton,Zooplankton,NA,NA,1.3,NA,-29.13419566956392,NA,7.932594384488848,NA,NA,NA,Zooplankton
Geneva_2014,Geneva,2014,SEA4_14_F11,Zooplankton,Zooplankton,NA,NA,1.3,NA,-29.820565412245553,NA,7.042083947795811,NA,NA,NA,Zooplankton
Geneva_2014,Geneva,2014,SEA4_14_F12,Zooplankton,Zooplankton,NA,NA,1.252,NA,-28.87198858943911,NA,8.332183163486947,NA,NA,NA,Zooplankton
Langlois_2013,Langlois,2013,L53,Periphyton,Algae,NA,NA,NA,NA,-24.373471892275354,NA,0.961688988246417,NA,NA,NA,Periphyton
Langlois_2013,Langlois,2013,L50,Periphyton,Algae,NA,NA,NA,NA,-21.875067502125706,NA,0.9835828671886102,NA,NA,NA,Periphyton
Langlois_2013,Langlois,2013,L51,Periphyton,Algae,NA,NA,NA,NA,-23.384685856564023,NA,3.61140768565194,NA,NA,NA,Periphyton
Langlois_2013,Langlois,2013,L15,Annelida,Aquatic invertebrate,NA,NA,NA,NA,-27.82014451007404,439.97985156510146,3.335596479547166,100.35477523399972,NA,NA,Annelida
Langlois_2013,Langlois,2013,L5,Chaoborus,Aquatic invertebrate,NA,NA,NA,NA,-39.429053036126135,491.46528125569785,7.251755684017167,117.92850461282887,NA,NA,Chaoborus
Langlois_2013,Langlois,2013,L6,Chaoborus,Aquatic invertebrate,NA,NA,NA,NA,-39.53711064143004,477.4269946801366,7.307605654357979,115.4166837830728,NA,NA,Chaoborus
Langlois_2013,Langlois,2013,L19,Chironomidae,Aquatic invertebrate,NA,NA,NA,NA,-27.466223127922323,499.26329417989734,4.036563652632598,126.30434160045561,NA,NA,Chironomidae
Langlois_2013,Langlois,2013,L11,Gammaridae,Aquatic invertebrate,NA,NA,NA,NA,-26.778916786582684,307.21754044775383,4.543204621422907,60.348657619967994,NA,NA,Gammaridae
Langlois_2013,Langlois,2013,L16,Gammaridae,Aquatic invertebrate,NA,NA,NA,NA,-25.824375530308007,352.53693320327073,5.279082958171643,69.52618433001724,NA,NA,Gammaridae
Langlois_2013,Langlois,2013,L18,Gammaridae,Aquatic invertebrate,NA,NA,NA,NA,-26.4545359989725,346.2874612974213,4.489081173017722,55.59530070887007,NA,NA,Gammaridae
Langlois_2013,Langlois,2013,L14A,Megaloptera,Aquatic invertebrate,NA,NA,NA,NA,-27.93071434590957,469.6269114092679,3.986425798029616,102.86401994105196,NA,NA,Megaloptera
Langlois_2013,Langlois,2013,L14B,Megaloptera,Aquatic invertebrate,NA,NA,NA,NA,-28.041747208023285,547.5944706893422,3.948477810931549,118.76587363469956,NA,NA,Megaloptera
Langlois_2013,Langlois,2013,L10,Odonata_dragon,Aquatic invertebrate,NA,NA,NA,NA,-28.518625649663196,446.2222251395135,7.607436384778153,117.09118329693418,NA,NA,Odonata_dragon
Langlois_2013,Langlois,2013,L17,Odonata_dragon,Aquatic invertebrate,NA,NA,NA,NA,-25.885676237593003,402.5156724546166,4.830497679589999,85.30832342114971,NA,NA,Odonata_dragon
Langlois_2013,Langlois,2013,L33,Lemnaceae,Aquatic plant,NA,NA,NA,NA,-31.449878549385296,1074.4869276660625,5.694543477554526,52.630333079103984,NA,NA,Lemnaceae
Langlois_2013,Langlois,2013,L34A,Lemnaceae,Aquatic plant,NA,NA,NA,NA,-31.64287415398332,1029.1028997169274,5.862855128210551,51.0455792366191,NA,NA,Lemnaceae
Langlois_2013,Langlois,2013,L34B,Lemnaceae,Aquatic plant,NA,NA,NA,NA,-31.56009487103453,1074.4869276660625,6.077110940531832,55.29925540070716,NA,NA,Lemnaceae
Langlois_2013,Langlois,2013,L24,Potamogeton,Aquatic plant,NA,NA,NA,NA,-15.294776109941527,1079.7230629725454,1.6291162915836819,77.81145344150387,NA,NA,Potamogeton
Langlois_2013,Langlois,2013,L25,Potamogeton,Aquatic plant,NA,NA,NA,NA,-14.535617369720894,1095.4308689296086,0.8244407865404048,69.8085163595135,NA,NA,Potamogeton
Langlois_2013,Langlois,2013,L43,Utricularia,Aquatic plant,NA,NA,NA,NA,-26.844201305295044,NA,3.190495900004208,NA,NA,NA,Utricularia
Langlois_2013,Langlois,2013,L44,Utricularia,Aquatic plant,NA,NA,NA,NA,-26.77572071131199,NA,3.4348854399605258,NA,NA,NA,Utricularia
Langlois_2013,Langlois,2013,L37,Micropterus salmoides,Fish,188,NA,91.4,NA,-26.70561007796133,516.4163198916092,11.977784637503538,160.69514984763026,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L38,Micropterus salmoides,Fish,149,NA,42.1,NA,-28.20866818222086,533.5657668612213,11.496614158375193,167.4149018281305,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L39,Micropterus salmoides,Fish,130,NA,29.5,NA,-29.962018587737415,477.4269946801366,12.721384914862917,149.78206474504097,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L40,Micropterus salmoides,Fish,125,NA,23.8,NA,-29.317512414292448,391.58541117672127,12.279339895351304,121.2782669361676,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L41,Micropterus salmoides,Fish,134,NA,29.4,NA,-28.004930059758376,519.5346673462403,10.902615952363533,162.37480160689933,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L42A,Micropterus salmoides,Fish,124,NA,23.8,NA,-27.934506313371035,510.1792700657751,11.804253788878837,159.8553955269597,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L42B,Micropterus salmoides,Fish,124,NA,23.8,NA,-28.049941569227574,528.8889998769898,11.937816010980752,164.89463704062294,NA,NA,Micropterus salmoides
Langlois_2013,Langlois,2013,L56,Sediment,Sediment,NA,NA,NA,NA,-29.57514623334436,NA,-0.5077060017874819,NA,NA,NA,Sediment
Langlois_2013,Langlois,2013,L58,Sediment,Sediment,NA,NA,NA,NA,-28.93013601324316,NA,0.8379879143987672,NA,NA,NA,Sediment
Langlois_2013,Langlois,2013,L29A,Abies amabilis,Terrestrial plant,NA,NA,NA,NA,-32.10661176732065,1159.997949568092,-2.9045848013966697,36.11255940607014,NA,NA,Abies amabilis
Langlois_2013,Langlois,2013,L29B,Abies amabilis,Terrestrial plant,NA,NA,NA,NA,-31.943338865536703,1454.7190540389831,-2.809139075746663,44.872803264985436,NA,NA,Abies amabilis
Langlois_2013,Langlois,2013,L22,Acer macrophyllum,Terrestrial plant,NA,NA,NA,NA,-31.625127897640013,1128.5888372464735,2.698231424674661,63.88868371456574,NA,NA,Acer macrophyllum
Langlois_2013,Langlois,2013,L30,Acer macrophyllum,Terrestrial plant,NA,NA,NA,NA,-31.507811802786765,1159.997949568092,-4.1923077317356965,53.04736350650304,NA,NA,Acer macrophyllum
Langlois_2013,Langlois,2013,L12,Alnus rubra,Terrestrial plant,NA,NA,NA,NA,-29.396323425238077,1271.6456396505282,-0.7948221753157625,43.95515009397343,NA,NA,Alnus rubra
Langlois_2013,Langlois,2013,L26,Alnus rubra,Terrestrial plant,NA,NA,NA,NA,-32.20097202210599,1320.4771938476613,-0.8787004025512619,30.271370133868416,NA,NA,Alnus rubra
